Genre,Title,Lyrics,Random_Chunk
Violent,Back in Blood,"[Intro: Pooh Shiesty & Lil Durk]
Smurk
Big Blrrrd, huh?
I don't know why he want something back from me, shit (Turn me up, YC)
Shit
You gotta get this shit in blood, homie

[Chorus: Pooh Shiesty]
Bitch, I got my own fire, don't need security in the club (Nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Nope), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s, want something back, get it in blood (God)
Yeah, you know who took that shit from you (Ayy), come get it back in blood (Big blrrrd, blrrrd)

[Verse 1: Pooh Shiesty]
If your nigga killer ain't dead, you shouldn't wear no R.I.P. shirt (Nope)
We had three hundrеd shots up in the car before wе picked up Durk (3Hunna)
You niggas who? Ain't got shit goin', go grab a glizzy, get alert (Alert)
Shiesty G post ""R.I.P."" and reason he in the dirt (On slime, blrrrd, blrrrd)
You gotta know I go too far (Let's go)
It's two O's up on this hundred, one of 'em might stand for O'Block (Blrrrd)
'Bout twenty some shots left up in the K, fifteen still in the Glock (The glizzy)
Keep my door unlocked and stop, I like gettin' on feet, park the car (Stop, stop), blrrrd (Park the car, blrrrd)
We gettin' up close, do him dirty, I ain't showin' love (Nope)
Eleven thousand all ones left my right pocket in the club (On God)
These blue faces up on me dirty, I went and got it out the mud (For sure)
If I took something, get it in blood (Blrrrd), I don't give a fuck what we was (Blrrrd, blrrrd)
You might also like[Chorus: Pooh Shiesty & Lil Durk]
Bitch, I got my own fire (Blrrrd), don't need security in the club (Blrrrd, big blrrrd, nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Smurk), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s (Gang), want something back, get it in blood (God)
Yeah, you know who took that shit from you, come get it back in blood (Let's get it)

[Verse 2: Lil Durk]
Killed your mans, you keep on talkin', better get that shit in blood
Give my shawty and them a dub, then they gon' walk inside this club (Yeah, yeah)
Hit his lil' ass with that switch (Grrah), I bet that switch switch up his nerves
Fuck the opps, inside my city, lil' bro put them in the mud (Brrah, facts)
You can't come back to your hood, huh? (Nope)
He was dissin' on my cousin, now his ass all in that wood, huh? (Boom, boom, boom)
Book his ass, I wish he would come (Pussy)
V. Roy pop up out that cut with that new Glock, I wish he would run (Grrah, grrah-grrah)
His ass playin', bitch, I'm really icy (Really icy)
Pooh Shiesty, that's my dawg, but Pooh, you know I'm really shiesty (My nigga)
You told all them O.T. niggas that you really slide (Pussy)
Tell the truth about your gang, bitch, they really dyin' (Let's get it)

[Chorus: Pooh Shiesty]
Bitch, I got my own fire, don't need security in the club (Nope)
All that woofin' on the net (Net), nigga, I thought you was a thug
They ain't got nowhere to go, I shot up everywhere they was (Blrrrd)
Yeah, you know who took that shit from you (Blrrrd), come get it back in blood (Blrrrd, blrrrd)
Bitch, come get it back in blood (Big blrrrd)
We ain't mask up, no dodgin' wrecks (Nope), niggas know who it was (Fuck 'em)
Extortin' shit just like the '80s, want something back, get it in blood (God)
Yeah, you know who took that shit from you, come get it back in blood (Bitch), blrrrd
[Outro: Pooh Shiesty]
Come get it back in blood (Blrrrd, big blrrrd)58Embed"," ain't showin' love (Nope)
Eleven thousand all ones left my right pocket in the club (On God)
These blue faces up on me dirty, I went and got it out the mud (For sure)
If I took something, get it in blood (Blrrrd), I don't give a fuck what we was (Bl"
Violent,Switch it Up,"[Intro]
(Gold Haze on the track)

[Chorus: Pooh Shiesty]
Ayy, just sit back, see how I play it, Shiesty switched it up a notch
Let the dope cook on the stove, we turn the eye down, watch the pot
1017 'round my chain so I tote the same 'mount of shots
Palm Angels denim huggin' me, pockets keep growin' knots
And I ain't had shit when I got out, had to snake my way to the top
Left two men down, we got 'em shot, blrrrd, blrrrd, switch out the Glock
Mug around me, get you popped, I treat everybody like opps
We move with flip phones and pagers 'cause them iPhonеs get shit locked
My operation too major, I posе 'cause the feds watching

[Verse 1: Pooh Shiesty]
Buy firearms and narcotics, the first-degree boys and robberies
Had these rollin' Backwoods of them dead opps, I had to spark
Double cup filled up with Wocky, that medicine in my body
I signed a deal and went and bought a P, put the vacuum seals in my projects
You wanna order up a hundred, sixty bags of 'em was garbage
You know I'm slimy as it get, I got all way here off a noggin
And no, I can't put up my fire', that's a never, not even probably
Since a youngin, been shit poppin', since Truey joggers and Robins
We vaccine niggas for flossin', leave his head like Dennis Rodman's
When I pop out Richard Mille, bet they say Shiesty the hardest (Shiesty the hardest)
Besides rap, I was gettin' rich regardless
I got this shit forever tatted on me, king of of my apartments
Everybody keep on yappin' 'til them .62s get to sparkin'
Cut the block off, stop the traffic, if a car come through, this Drac' goin' park it
Blrrrd, blrrrd, Big Blrrrd, blrrrd, ayy, blrrrd, blrrrd
You might also like[Chorus: Pooh Shiesty & G Herbo]
Ayy, just sit back, see how I play it, Shiesty switched it up a notch
Let the dope cook on the stove, we turn the eye down, watch the pot
1017 'round my chain so I tote the same 'mount of shots
Palm Angels denim huggin' me, pockets keep growin' knots
And I ain't had shit when I got out, had to snake my way to the top
Left two men down, we got 'em shot, blrrrd, blrrrd, switch out the Glock
Mug around me, get you popped, I treat everybody like opps
We move with flip phones and pagers 'cause them iPhones get shit locked
My operation too major, I pose 'cause the feds watch
So I stay drippin' on the daily, I know that them boys clockin' (Ayy, blrrrd)

[Verse 2: G Herbo]
Got a .40 on me right now, I ain't never scared (Never scared, you know that)
I'll shoot this bitch up right now 'cause I never cared (Bah)
Gangster to the core with the war like a leather-head
Eyes hurt, they sore 'cause I seen some shit I never said
Thinking 'bout my boy, don't sip Rémy, I just pour it
We got blow outs on the score, we couldn't catch 'em so his brother dead
Bring it to your door, spent a milli', ran up four
Big ol' hammer like I'm Thor 'cause my Cubans cost a hundred grand
Stupid, is you stupid? I got one up, I'll shoot it (Grrt)
I got bands on a man, rock designer like I loot it
Bloody hearts, I'm not cupid, seven cars, this my new whip (Skrrt)
Front line where I stood for your hood, you ain't do shit (Pussy, fuck nigga)
[Outro: Pooh Shiesty]
Blrrrd (Blrrrd, blrrrd, blrrrd, blrrrd)
(Blrrrd, big blrrrd, blrrrd)7Embed","a milli', ran up four
Big ol' hammer like I'm Thor 'cause my Cubans cost a hundred grand
Stupid, is you stupid? I got one up, I'll shoot it (Grrt)
I got bands on a man, rock designer like I loot it
Bloody hearts, I'm not cupid, seven cars, this my ne"
Violent,Shiesty Summer,"[Intro]
Mmm, mmm, mmm, mmm, mmm, mmm, mmm, ayy, ayy
(TP made it)
Ayy

[Verse 1]
Know I might be next to blow, but I'm still trying to stretch a bowl (Still gon' stretch a bowl)
375, up the score, Choppa Gang, bitch, I'm CEO (Grrt, grrt, grrt)
Had to slime 'em out about that bread, you know he had to go (Had to slime him down)
I just crossed another nigga over with no pick and roll (Crossed him down)
Get on the ground, listen up, ho, give it up or get hit up
Fuckin' on this thot and she a opp, but I don't give a fuck (Still don't give a fuck)
If I ever took you on a mission, we forever stuck (We forever stuck)
I'm trying to make one of these rap niggas give they Rollies up (Who gon' give it up?)
He got out the kitchen when he found out he couldn't take the heat (He couldn't take the heat)
Niggas wanna be in competition, tell 'em take a seat (Ayy, tell 'em take a seat)
I gotta make sure the trappers, killers, and the robbers eat (Ayy, make sure that we eat)
I'ma get locked up for overkill, you think 'bout robbin' me (And may he rest in peace)

[Chorus]
This a Shiesty summer, yeah
Buck you for your llama, yeah
Chopper hit his heart, won't hear it beat, ain't no more drama, yeah (No drama, boy)
This a Shiesty summer, yeah
Buck you for your llama, yeah (Boy)
Chopper hit his heart, won't hear it beat, ain't no more drama, yeah (Ain't no more drama, boy)
You might also like[Verse 2]
Off this drank, I bet I'll catch a opp before I catch a cold (Ain't tryna catch a cold)
You gotta quit putting your trust in niggas who ain't never rode (Them boys ain't never rode)
Used to think my nigga was a hundred 'til his colors showed (Colors showed)
Really wanna get a bitch, but these hoes be too quick to fold (They all be quick to fold)
Mister Pooh that sticky dude, bitch, I got the juice in the drought (And I ain't never dry)
Draco trip a nigga on his face, trying to chase him some clout (I let him see that fire)
When it's time to slide, you know we quick to break them choppers out (Grrt, grrt)
And you gotta get patted down before you reach the Choppa house (Grrt, grrt)
And I've been on some new shit, you ain't gotta check my old work (Check my old work)
Ten steps ahead, I was still in school doing my homework (Doing my homework)
Quick to set a nigga up, they love to put they hoes first (Put them hoes first)
See-through clip up in the AUG, I watch the bullets burst (Grrt, grrt)
The city just was getting a lil' too dry, I brought the trouble back (Brought the trouble back)
Me and Hank gon' make sure that he whacked, 'cause we gon' double back (Know we double back)
Swerving left to right up in the Scat until we caught a flat (Skrrt, skrrt, skrrt, skrrt)
And you ain't never slimed nobody out, so why you screaming slatt?

[Chorus]
This a Shiesty summer, yeah (Boy)
Buck you for your llama, yeah
Chopper hit his heart, won't hear it beat, ain't no more drama, yeah (No drama, boy)
This a Shiesty summer, yeah
Buck you for your llama, yeah (Boy)
Chopper hit his heart, won't hear it beat, ain't no more drama, yeah (Ain't no more drama, boy)
[Outro]
You ain't never slimed nobody out, so why you screaming slatt?
Me and Hank gon' make sure that he whacked, 'cause we gon' double back
I gotta make sure the trappers, killers, and the robbers eat
I'ma get locked up for overkill, you think bout robbin' meEmbed","oll (Crossed him down)
Get on the ground, listen up, ho, give it up or get hit up
Fuckin' on this thot and she a opp, but I don't give a fuck (Still don't give a fuck)
If I ever took you on a mission, we forever stuck (We forever stuck)
I'm trying to"
Violent,7.62 God,"[Intro]
(Once again, I'm locked in with TP, we finna make a hit)
(TP, baby)
Ayy

[Chorus]
Niggas come around me actin' gangster, I ain't buyin' that
He tried to run off, I dumped the Draco where his spine at
7.62 god, I got that name because I'm firin' that
Rep we lit for life, post on the block, this where I'm dyin' at
If I shoot my gun, three hundred shots gon' come behind it
And if I ever ran, the police probably was behind me
Bendin' corners, jumpin' fences, hittin' them gates, and now we lit
Who can't do a show up in the city? Bitch, this my shit

[Verse 1]
I'm slidin' with thirty, totin' a fifty, sent three shots and bagged him up
Ayy, you remember on that day, I shot so fast the fifty bust?
No, you can't be the gang, you know it's hard for us to gain some trust
You wanna be the gang, you gotta sacrifice your life to us
Now put a cap up on my head, no, I can't never go out bare
Think my shooters, they went deaf or somethin', 'cause all he do is stare
My name spread like the coronavirus, Shiesty in the air
Kick the bitch up out the spot, I caught her tryna leave her hair
Now put a cap up on my head, no, I can't never go out bare
Think my shooters, they went deaf or somethin', 'cause all he do is stare
My name spread like the coronavirus, Shiesty in the air
Kick the bitch up out the spot, I caught her tryna leave her hair
You might also like[Chorus]
Niggas come around me actin' gangster, I ain't buyin' that
He tried to run off, I dumped the Draco where his spine at
7.62 god, I got that name because I'm firin' that
Rep we lit for life, post on the block, this where I'm dyin' at
If I shoot my gun, three hundred shots gon' come behind it
And if I ever ran, the police probably was behind me
Bendin' corners, jumpin' fences, hittin' them gates, and now we lit
Who can't do a show up in the city? Bitch, this my shit

[Verse 2]
Hoppin' out soon as dark, I been trappin' all through the day
Shooters ready to spark, waitin' on they moment to spray
Calmly burnin' these 'Woods, I been smokin' Runtz to the face
Styrofoam full of mud, my double cup Moochie Grape
Free my niggas from jail, if not, they might escape
Trafficking through the mail, make sure mine come double-taped
Pockets almost obese, I ain't tryna get 'em in shape
Might pop out in the hood, I'm familiar with all the J's
Slimin' shit every day, bitch, we come from catchin' them plays
Catch his ass down bad, I'ma get him up out the way
Hit for like thirty-five, caught him poppin' shit in the A
Told him don't make a move, it's like sixty up in this Drac'

[Chorus]
Niggas come around me actin' gangster, I ain't buyin' that
He tried to run off, I dumped the Draco where his spine at
7.62 god, I got that name because I'm firin' that
Rep we lit for life, post on the block, this where I'm dyin' at
If I shoot my gun, three hundred shots gon' come behind it
And if I ever ran, the police probably was behind me
Bendin' corners, jumpin' fences, hittin' them gates, and now we lit
Who can't do a show up in the city? Bitch, this my shit
[Outro]
Lil' bitty bitch, brr
We gon' do a... on a nigga, ayy
Sixty shots up in this chop, tryna hit thirty, nigga, ayy
I'm Big Shiesty, I get dirty with you
Brr1Embed","ever ran, the police probably was behind me
Bendin' corners, jumpin' fences, hittin' them gates, and now we lit
Who can't do a show up in the city? Bitch, this my shit

[Verse 1]
I'm slidin' with thirty, totin' a fifty, sent three shots and bagged hi"
Violent,Monday to Sunday,"[Intro]
(Pablo, you crazy for this one, haha)
(Damn, you went Beats Mode on this one)

[Chorus: Pooh Shiesty]
I turn Sonic for money, in the trap Monday to Sunday
Clientele steady pumpin', Draco shells, that's what we dumpin' (Brrt)
I'm familiar with junkies, see my face and they come runnin' (Yo)
Two Instagram hoes from Compton (Uh), I snatched 'em up out my comments (Let's go)
Them regular clips ain't enough (Nope), if you tote a Glock, put a drum in it (Brrt)
Tryna catch up to me? There's gon' be a whole lotta runnin' (Runnin')
Eyes in my rearview mirror, I'm on point, won't go for nothin' (Nope)
Got twenty shots left up in the K, thought I shot the whole hundred

[Verse 1: Lil Baby]
Pay my tithes at church from hustlin', even the pastor know we thuggin' (Amen)
My lil' cousin shot my brother, my brother got back, don't fuck with my cousin
We got Glocks from seventeen, shoot .33, we ain't goin' for nothin' (Nothin')
He tried to do what I do and I do what I do, he really my baby boy (Oh yeah)
Kel Tec 223 with a hundred round drum, that's probably my favorite gun
Everybody know how it go and seen bro on bro, on God, we ain't shootin' no ones
Baby got mills, I come through, foreign
Sell these bands if it ain't no tourin'
Fresh white tee and some Off-White Jordans
Trackhawk too loud, it don't need no horn
Keep my weed, I need my drugs
Got two chefs, gotta feed my son
Soon as my feet hear the screech, I run
Burn through weed every week, buy tons
Nigga, I'ma speak, ain't bitin' my tongue
Only one that's havin' that shit where I'm from
Been runnin' shit ever since I was young
Fuck all my teachers, said I wouldn't be nothin'
You might also like[Chorus: Pooh Shiesty]
I turn Sonic for money, in the trap Monday to Sunday
Clientele steady pumpin', Draco shells, that's what we dumpin' (Brrt)
I'm familiar with junkies, see my face and they come runnin' (Yo)
Two Instagram hoes from Compton (Uh), I snatched 'em up out my comments (Let's go)
Them regular clips ain't enough (Nope), if you tote a Glock, put a drum in it (Brrt)
Tryna catch up to me? There's gon' be a whole lotta runnin' (Runnin')
Eyes in my rearview mirror, I'm on point, won't go for nothin' (Nope)
Got twenty shots left up in the K (Brrt), thought I shot the whole hundred

[Verse 2: Big 30]
Draco knocked a chunk up out his back like he workin' for Apple
Shie just poured a six up in the Sprite, I pour eight in the Snapple
If I catch this opp all by myself, I'ma spray him without 'em
Smoke back-to-back in the Audi, we got this ho partly cloudy
Rocked his ass to sleep, we slimed him out after we took him in
He was clubbin' with the other side, we had to cook his ass
We just shook they block in the [FX/ FN/ FA?] [2:16] but we had Texas tag
Dropped his ass then hit his nigga up, so we burnt up the Jag
And my hood treat me like Baby, four packs of Fentanyl on me
Hate to serve your lil' old lady, but Granny keep callin' me
Any chopper hits, 'bout eighty ten shot for who followin' me
In these streets, it's eat or get ate, ain't no niggas swallowin' me, brr

[Chorus: Pooh Shiesty]
I turn Sonic for money, in the trap Monday to Sunday
Clientele steady pumpin', Draco shells, that's what we dumpin' (Brrt)
I'm familiar with junkies, see my face and they come runnin' (Yo)
Two Instagram hoes from Compton (Uh), I snatched 'em up out my comments (Let's go)
Them regular clips ain't enough (Nope), if you tote a Glock, put a drum in it (Brrt)
Tryna catch up to me? There's gon' be a whole lotta runnin' (Runnin')
Eyes in my rearview mirror, I'm on point, won't go for nothin' (Nope)
Got twenty shots left up in the K, thought I shot the whole hundred (Brrt)
[Verse 3: Pooh Shiesty]
See something, I got to have it, tuck your chain before I grab it (Ayy, tuck your chain, brrt)
Spin this block in the Caddy, these F&N's black and plastic (Brrt)
Miss Gladys raised a savage (Savage), they said I shoot like my daddy (My daddy)
Spent thirty-eight racks to fix my smile and went at a Kardashian
Ate thirty-eight racks to fix my grill, fifteen-eighty a tooth (Bling)
Bitch talkin' 'bout us settling down, but I'm fuckin' her crew (She know it)
375, 4 Pockets Full, choppers and residue (Brrt)
We certified like the truth, bitch, it's 30, Baby and Pooh (Brrt)1Embed","iesty]
I turn Sonic for money, in the trap Monday to Sunday
Clientele steady pumpin', Draco shells, that's what we dumpin' (Brrt)
I'm familiar with junkies, see my face and they come runnin' (Yo)
Two Instagram hoes from Compton (Uh), I snatched 'em u"
Violent,Neighbors,"[Intro: Pooh Shiesty]
Big blrrrd, ayy, blrrrd
Ayy, 30
Ayy, ayy, ayy, 30 (C-Mo productions)
Get 'em, blrrrd

[Chorus: Pooh Shiesty]
The chopper stay so close to me that you would think we neighbors (We close like neighbors)
That pussy not what he 'posed to be, 'cause his mama raised him ('Cause his mama raised him)
We had a clear shot on his head, but I think God saved him (I think God saved him)
You never walked up, hit your man, you probably never grazed him  (You ain't Shiesty)
Ayy, I'm a real gangster, did some shit you can't rehearse (Uh-huh)
My pockets used to hurt, now I get racks to spit a verse (Blrrrd, blrrrd)
God blessed me with some accuracy on the day I was birthed (Thank the Lord for my aim)
Every time we get the drops, I'm the one who go scope it first (Blrrrd, blrrrd)

[Verse 1: Pooh Shiesty]
I'm in this car that go so fast that it came with some merch (Skrrt, skrrt, skrrt)
I go get free shit out the store 'cause I'm fuckin' the clerk ('Cause I'm fuckin' on the clerk)
You was talkin' gangster on the 'net 'til we found where you work ('Til we found out where you work)
I can get you whacked for a lil' cash or a couple of Percs (A couple Percocet)
Took a nigga pole, ""Shiesty, why you do that though?"" (I don't know)
Ayy, I'm from South Memphis, we brought up in gorilla mode (For sure, for sure)
If you don't deserve it or won't shoot it, we gon' let 'em know (We gotta let 'em know)
I'm tryna break down a Cuban and add me some GG4, let's go
Thought we was gon' ride the SRT, I got that ho a Lyft
We just threw a party on your block and didn't include the gift (It didn't come with gifts)
I'm smokin' exotic 'til the fire, I almost burned my lip
I'm havin' Sharklato mixed with Pie Hoe, one-fifteen a zip
You might also like[Chorus: Pooh Shiesty]
The chopper stay so close to me that you would think we neighbors (We close like neighbors)
That pussy not what he 'posed to be, 'cause his mama raised him ('Cause his mama raised him)
We had a clear shot on his head, but I think God saved him (I think God saved him)
You never walked up, hit your man, you probably never grazed him (You ain't Shiesty)
Ayy, I'm a real gangster, did some shit you can't rehearse (Uh-huh)
My pockets used to hurt, now I get racks to spit a verse (Blrrrd, blrrrd)
God blessed me with some accuracy on the day I was birthed (Thank the Lord for my aim)
Every time we get the drops, I'm the one who go scope it first (Blrrrd, blrrrd)

[Verse 2: BIG30]
I'm in the field with choppers, you can't come up on this turf (You not on this turf)
And I'm from Killbranch, we known for killin' killers first (We chopped 'em first)
A customized chopper, thought I scratched him with a Nerf (Blrrrd, blrrrd)
I'm startin' to slide and I shot my third victim out a 'vert (Blrrrd)
I had a Glock 'fore I lost my virginity, these niggas envy me (That glizzy)
Hundred shots out my Infiniti, my opps remember me (250s)
Fifteen shots in my FN, I call this bitch my mini-me (Blrrrd)
Bitch talkin' 'bout matching energy, bitches be killin' me, let's go
Dope comin' from where the Spurs play, I'm where the birds play (Loud)
I just ran up thirty and this ain't shit but my third play (Wow)
Reach for these VV's, we let off shots right where the tourists play (The crowd)
Narcs be out on Tuesday so we pop back out on Thursday (Skrrt, skrrt, skrrt)

[Chorus: Pooh Shiesty]
The chopper stay so close to me that you would think we neighbors (We close like neighbors)
That pussy not what he 'posed to be, 'cause his mama raised him ('Cause his mama raised him)
We had a clear shot on his head, but I think God saved him (I think God saved him)
You never walked up, hit your man, you probably never grazed him (You ain't Shiesty)
Ayy, I'm a real gangster, did some shit you can't rehearse (Uh-huh)
My pockets used to hurt, now I get racks to spit a verse (Blrrrd, blrrrd)
God blessed me with some accuracy on the day I was birthed (Thank the Lord for my aim)
Every time we get the drops, I'm the one who go scope it first (Blrrrd, blrrrd)
[Outro]
Blrrrd5Embed"," Lord for my aim)
Every time we get the drops, I'm the one who go scope it first (Blrrrd, blrrrd)

[Verse 2: BIG30]
I'm in the field with choppers, you can't come up on this turf (You not on this turf)
And I'm from Killbranch, we known for killin' ki"
Violent,Twerksum,"[Intro]
(Jordan produced it)
Mmm-mmm-mmm
Blrrrd
Mmm-mmm-mmm-mmm
Mmm-mmm-mmm

[Chorus]
Ayy, dump the Glock, show me it work or somethin' (Show me that ho work, ayy)
Ayy, that chopper get to shakin' like it twerk or somethin' (If the chopper tryna twerk, ayy)
Just be patient 'til them Perkies come (Work, work)
You can't come around the spot unless you tryna purchase somethin' (No, no, no, ayy)
It's different killers 'round me each and every day (For sure)
And too much movement can get you shot up in your face (Blrrrd)
They beat a murder case because thеm boys didn't leave a trace (Thеm boys ain't leave a trace)
I hope this song right here run up some millions in a day, ayy (Millions in a day, for sure, for sure)

[Verse 1]
Ayy, ask about me, they gon' tell you I don't play (Nope)
I need my money right away, I don't know how to wait (Not today, right now)
Remixin' the 'bows, I filled them halfway up with shake (Hahaha)
And that shit was OG, but I charged 'em like it was Cake (Slime, slatt, slatt)
Better not send the drops unless that shit for sure (Let's go)
And when that D'USSÉ hit, we get to screamin' out, ""Let's go"" (Let's go)
Know I fuck on bitches, he gon' hide his ho (Hahaha)
And you wasn't in the trap before I got hold to them 'bows (Nope, nope, nope, you wasn't, bitch)
All these beams with us, it look like Laser Quest (Blrrrd)
Yeah, I was born rich, I just ain't got my payment yet
They constantly askin' why I ain't signed to a label yet (Why? Ayy, why?)
Man, if you wanna scream out, ""Blrrrd,"" you gotta pay for that (Blrrrd)
You might also like[Chorus]
Ayy, dump the Glock, show me it work or somethin' (Show me that ho work, ayy)
Ayy, that chopper get to shakin' like it twerk or somethin' (If the chopper tryna twerk, ayy)
Just be patient 'til them Perkies come (Work, work)
You can't come around the spot unless you tryna purchase somethin' (No, no, no, ayy)
It's different killers 'round me each and every day (For sure)
And too much movement can get you shot up in your face (Blrrrd)
They beat a murder case because them boys didn't leave a trace (Them boys ain't leave a trace)
I hope this song right here run up some millions in a day, ayy (Millions in a day)

[Verse 2]
We get the work all the way in and move it out (Get this shit all the way in and move it out)
I met the plug personally, we never seen a drought (What's a drought? Ayy, what's a drought?)
Young nigga from the city put South Memphis on the map (Gon' make it out)
I can't fuck with other niggas, all they ever do is yap (Niggas cap, ayy, niggas cap)
Ayy, ayy, keep it G, you know I'm stickin' to that code (For sure)
And free my main hitters, they can keep the ones who told, ayy (Let's go)
Tried to post me on IG, that ho was bold, ayy (She bold)
I seen my man had dumped the clip, then I'm tryna reload, ayy (Blrrrd, blrrrd)
Nah, I ain't Roddy Ricch, my stick ain't in the box, ayy (Nope)
Yeah, I know Muslim killers, shout out to them ahks, ayy (My ahks)
And all that woofin' cool 'til you end up on Fox, ayy (13)
Didn't have no gloves up on that mission, so we used some socks, ayy (Hahaha)

[Chorus]
Dump the Glock, show me it work or somethin' (Show me that ho work, go)
Ayy, that chopper get to shakin' like it twerk or somethin' (If the chopper tryna twerk, blrrrd)
Just be patient 'til them Perkies come (Work, work)
You can't come around the spot unless you tryna purchase somethin' (No, no, no, ayy)
It's different killers 'round me each and every day (For sure)
And too much movement can get you shot up in your face (Blrrrd)
They beat a murder case because them boys didn't leave a trace (Them boys ain't leave a trace)
I hope this song right here run up some millions in a day (Millions in a day)Embed","'USSÉ hit, we get to screamin' out, ""Let's go"" (Let's go)
Know I fuck on bitches, he gon' hide his ho (Hahaha)
And you wasn't in the trap before I got hold to them 'bows (Nope, nope, nope, you wasn't, bitch)
All these beams with us, it look like Lase"
Violent,Main Slime,"[Intro]
Blrrrd (Ayy)
Blrrrd (Ayy)
I'm tellin' you, Tay Keith, these folks do not be ready for this shit, bruh (Blrrrd)
It's another one, man (Blrrrd)
(Tay Keith, fuck these niggas up)
Blrrrd

[Verse 1]
You ain't never shot at nobody, you never pulled a trigger (You ain't never did that)
You ain't never pulled up on your opp, hop out and chase a nigga (Nah, you ain't never did that)
Miss my Glock so much, I might go get that bitch up out the river (My bitch up out that river)
Miss my Glock 19 so much, I might go get it out the river (Go get my bitch up out that river)
Police tryna make me pull over, you know that shit a wrap (Know it's over with)
Get up off your ass, stand by the door, you lazy in the trap (You really ain't sellin' shit)
I know I'ma make it out, but lately, I been feelin' trapped (But I'ma make it out)
I'ma feel really offended if you ask me am I strapped? (Ho, you know I'm strapped)
I can have all the cash in the world, I still'll slime you out (Still'll slime you down)
I might set up me a lick and let Woo Brazy knock it down (Might let Woo Brazy knock it down)
We drove twelve hours away just to get somethin' and turn around (Just to get somethin' and turn around)
Get in my feelings 'bout my gang, I need them members on the town (Let's go)
Ayy, this lil' nigga got some pull, he want a meal, but he already full (He already ate)
You get treated like a sheep if you can't fit in with the wolves (You can't fit in with these apes)
Glock 23 came from Chicago, didn't play for the Bulls (Blrrrd)
I'm in LA, you gon' chill with Kobe if we get into it (But rest in peace to him)
Niggas muggin', already done shot at them, they know what's up (Them facts)
That ho ain't CG, I just fucked her and let her throw it up (Them facts)
Hoes and niggas tryna come around, they see I'm goin' up (They see I'm goin' up)
I mixed the Percocets with a lil' Henn' and now I'm throwin' up (Ugh)
Slidin' by my lonely with this jersey in my clip (I got this jersey in my clip)
Niggas seen me pull up to the scene, got nervous and they dipped (Them bitches nervous, so they dipped)
Niggas didn't used to be gang and some of 'em wishin' they ain't flipped (Them bitches wishin' they ain't flipped)
If Lil Hank say it ain't up with you, it's fuck you off the rip (Bitch, it's fuck you)
Diamond chain ain't come from Johnny Dang, this hit up in the dark (Hit up in the dark)
Chopper hold a hundred, I just put four dubs like Gaston Park (Pull up on Gaston Park)
When he pull up, we gon' spray his whip, but we ain't washin' cars ('Cause we don't need no cash)
All these views on YouTube won't stop me from layin' up in your yard (I still'll lay up in your grass)
You might also like[Interlude]
You ain't built like this, you knowin' you ain't built like this (Nope, nope)
Speakin' on my name gon' get somebody killed like this (This shit really gon' get somebody killed, nigga)
Nah, you ain't built like this, lil' boy, then you ain't built like this (You knowin' you ain't built)
You speakin' on my name, gon' get somebody killed like that (Them boys gon' get somebody killed)

[Verse 2]
Ayy, I'm the one who turned you niggas shiesty, I created that (Facts)
Then I switched it up, slimy lil' dude, I know they hated that (Yeah, I know they hated that)
My lil' bitch gon' swing the stick for me, that's my lil' majorette (That's my lil' majorette)
Pull up on your block with beams at night, it look like Laser Quest
Me and Wop sippin' on water, finna pull up on KD (With choppers)
For them bodies, got a Charger, wanna scrape like SRT
I sat back and watched Lil Ginfolk get active with that glee (He active)
Caught a body in my dream, I slimed a man out in my sleep (Slatt, slatt, slatt, slatt)

[Outro]
Caught a body in my dream, I slimed a man out in my sleep (Slatt, slatt, slatt, slatt)
For them bodies, it's gon' cost, but for my niggas, that shit free (For my niggas, that shit free)
Think we fightin' with our hands until I make you use your feet ('Til you use your legs)
'Til I hop out with this drum and fuck you up like I'm Tay Keith (Hit you in your head)
Caught a body in my dream, I slimed a man out in my sleep (Blrrrd)
For them bodies, it's gon' cost, but for my niggas, that shit free (Know my niggas, that shit free)
Think we fightin' with our hands until I make you use your feet ('Til I make you use your legs)
'Til I hop out with this drum and fuck you up like I'm Tay Keith, blrrrd (Hit you in your head)
Blrrrd
Hop out with that blrrrd
Keep everything just like that2Embed","(I got this jersey in my clip)
Niggas seen me pull up to the scene, got nervous and they dipped (Them bitches nervous, so they dipped)
Niggas didn't used to be gang and some of 'em wishin' they ain't flipped (Them bitches wishin' they ain't flipped)
"
